"‹¯¨""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Resistance (Ohms),Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height,Number of Terminations,Stock
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-390R.jpg,390QBK-ND,CFR-25JB-52-390R,Yageo,RES 390 OHM 1/4W 5% AXIAL,41350,0,0.1,0,1,Bulk,CFR,390,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-3M6.jpg,3.6MQBK-ND,CFR-25JB-52-3M6,Yageo,RES 3.6M OHM 1/4W 5% AXIAL,12440,0,0.1,0,1,Bulk,CFR,3.6M,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,-1500ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-62R.jpg,62QBK-ND,CFR-25JB-52-62R,Yageo,RES 62 OHM 1/4W 5% AXIAL,12381,0,0.1,0,1,Bulk,CFR,62,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-39K.jpg,39KQBK-ND,CFR-25JB-52-39K,Yageo,RES 39K OHM 1/4W 5% AXIAL,40468,0,0.1,0,1,Bulk,CFR,39k,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-1K8.jpg,1.8KH-ND,CFR-50JB-52-1K8,Yageo,RES 1.8K OHM 1/2W 5% AXIAL,12139,0,0.1,0,1,Bulk,CFR,1.8k,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-1K8.jpg,1.8KEBK-ND,CFR-12JB-52-1K8,Yageo,RES 1.8K OHM 1/6W 5% AXIAL,12123,0,0.1,0,1,Bulk,CFR,1.8k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-5R6.jpg,5.6QBK-ND,CFR-25JB-52-5R6,Yageo,RES 5.6 OHM 1/4W 5% AXIAL,11860,0,0.1,0,1,Bulk,CFR,5.6,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-9R1.jpg,9.1QBK-ND,CFR-25JB-52-9R1,Yageo,RES 9.1 OHM 1/4W 5% AXIAL,12059,0,0.1,0,1,Bulk,CFR,9.1,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-30R.jpg,30QBK-ND,CFR-25JB-52-30R,Yageo,RES 30 OHM 1/4W 5% AXIAL,12005,0,0.1,0,1,Bulk,CFR,30,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-6R8.jpg,6.8H-ND,CFR-50JB-52-6R8,Yageo,RES 6.8 OHM 1/2W 5% AXIAL,11850,0,0.1,0,1,Bulk,CFR,6.8,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-22R.jpg,22H-ND,CFR-50JB-52-22R,Yageo,RES 22 OHM 1/2W 5% AXIAL,11598,0,0.1,0,1,Bulk,CFR,22,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-4R3.jpg,4.3QBK-ND,CFR-25JB-52-4R3,Yageo,RES 4.3 OHM 1/4W 5% AXIAL,11376,0,0.1,0,1,Bulk,CFR,4.3,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-16K.jpg,16KQBK-ND,CFR-25JB-52-16K,Yageo,RES 16K OHM 1/4W 5% AXIAL,11283,0,0.1,0,1,Bulk,CFR,16k,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-8M2.jpg,8.2MQBK-ND,CFR-25JB-52-8M2,Yageo,RES 8.2M OHM 1/4W 5% AXIAL,11217,0,0.1,0,1,Bulk,CFR,8.2M,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,-1500ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-47R.jpg,47H-ND,CFR-50JB-52-47R,Yageo,RES 47 OHM 1/2W 5% AXIAL,11148,0,0.1,0,1,Bulk,CFR,47,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-3K9.jpg,3.9KEBK-ND,CFR-12JB-52-3K9,Yageo,RES 3.9K OHM 1/6W 5% AXIAL,11113,0,0.1,0,1,Bulk,CFR,3.9k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-4R7.jpg,4.7QBK-ND,CFR-25JB-52-4R7,Yageo,RES 4.7 OHM 1/4W 5% AXIAL,23807,0,0.1,0,1,Bulk,CFR,4.7,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-130K.jpg,130KQBK-ND,CFR-25JB-52-130K,Yageo,RES 130K OHM 1/4W 5% AXIAL,10758,0,0.1,0,1,Bulk,CFR,130k,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,-700ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-510R.jpg,510H-ND,CFR-50JB-52-510R,Yageo,RES 510 OHM 1/2W 5% AXIAL,10632,0,0.1,0,1,Bulk,CFR,510,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-1K5.jpg,1.5KH-ND,CFR-50JB-52-1K5,Yageo,RES 1.5K OHM 1/2W 5% AXIAL,9727,0,0.1,0,1,Bulk,CFR,1.5k,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-910R.jpg,910H-ND,CFR-50JB-52-910R,Yageo,RES 910 OHM 1/2W 5% AXIAL,10584,0,0.1,0,1,Bulk,CFR,910,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-820R.jpg,820EBK-ND,CFR-12JB-52-820R,Yageo,RES 820 OHM 1/6W 5% AXIAL,10473,0,0.1,0,1,Bulk,CFR,820,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-430R.jpg,430QBK-ND,CFR-25JB-52-430R,Yageo,RES 430 OHM 1/4W 5% AXIAL,17428,0,0.1,0,1,Bulk,CFR,430,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-1K2.jpg,1.2KQBK-ND,CFR-25JB-52-1K2,Yageo,RES 1.2K OHM 1/4W 5% AXIAL,35150,0,0.1,0,1,Bulk,CFR,1.2k,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-51R.jpg,51H-ND,CFR-50JB-52-51R,Yageo,RES 51 OHM 1/2W 5% AXIAL,10385,0,0.1,0,1,Bulk,CFR,51,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-2K2.jpg,2.2KEBK-ND,CFR-12JB-52-2K2,Yageo,RES 2.2K OHM 1/6W 5% AXIAL,10352,0,0.1,0,1,Bulk,CFR,2.2k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-470K.jpg,470KH-ND,CFR-50JB-52-470K,Yageo,RES 470K OHM 1/2W 5% AXIAL,10334,0,0.1,0,1,Bulk,CFR,470k,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,-700ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-82R.jpg,82H-ND,CFR-50JB-52-82R,Yageo,RES 82 OHM 1/2W 5% AXIAL,10297,0,0.1,0,1,Bulk,CFR,82,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-36K.jpg,36KQBK-ND,CFR-25JB-52-36K,Yageo,RES 36K OHM 1/4W 5% AXIAL,10165,0,0.1,0,1,Bulk,CFR,36k,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-2K0.jpg,2.0KEBK-ND,CFR-12JB-52-2K,Yageo,RES 2K OHM 1/6W 5% AXIAL,10152,0,0.1,0,1,Bulk,CFR,2k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-180K.jpg,180KQBK-ND,CFR-25JB-52-180K,Yageo,RES 180K OHM 1/4W 5% AXIAL,10137,0,0.1,0,1,Bulk,CFR,180k,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,-700ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-220K.jpg,220KEBK-ND,CFR-12JB-52-220K,Yageo,RES 220K OHM 1/6W 5% AXIAL,10130,0,0.1,0,1,Bulk,CFR,220k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,-700ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-24K.jpg,24KEBK-ND,CFR-12JB-52-24K,Yageo,RES 24K OHM 1/6W 5% AXIAL,16948,0,0.1,0,1,Bulk,CFR,24k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-7M5.jpg,7.5MQBK-ND,CFR-25JB-52-7M5,Yageo,RES 7.5M OHM 1/4W 5% AXIAL,16056,0,0.1,0,1,Bulk,CFR,7.5M,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,-1500ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-3R6.jpg,3.6QBK-ND,CFR-25JB-52-3R6,Yageo,RES 3.6 OHM 1/4W 5% AXIAL,14992,0,0.1,0,1,Bulk,CFR,3.6,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-360R.jpg,360EBK-ND,CFR-12JB-52-360R,Yageo,RES 360 OHM 1/6W 5% AXIAL,12043,0,0.1,0,1,Bulk,CFR,360,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-1R6.jpg,1.6QBK-ND,CFR-25JB-52-1R6,Yageo,RES 1.6 OHM 1/4W 5% AXIAL,11573,0,0.1,0,1,Bulk,CFR,1.6,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-56R.jpg,56EBK-ND,CFR-12JB-52-56R,Yageo,RES 56 OHM 1/6W 5% AXIAL,11524,0,0.1,0,1,Bulk,CFR,56,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-33R.jpg,33EBK-ND,CFR-12JB-52-33R,Yageo,RES 33 OHM 1/6W 5% AXIAL,11072,0,0.1,0,1,Bulk,CFR,33,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-11K.jpg,11KEBK-ND,CFR-12JB-52-11K,Yageo,RES 11K OHM 1/6W 5% AXIAL,10878,0,0.1,0,1,Bulk,CFR,11k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-11K.jpg,11KH-ND,CFR-50JB-52-11K,Yageo,RES 11K OHM 1/2W 5% AXIAL,10617,0,0.1,0,1,Bulk,CFR,11k,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-910R.jpg,910EBK-ND,CFR-12JB-52-910R,Yageo,RES 910 OHM 1/6W 5% AXIAL,10483,0,0.1,0,1,Bulk,CFR,910,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-91K.jpg,91KEBK-ND,CFR-12JB-52-91K,Yageo,RES 91K OHM 1/6W 5% AXIAL,10316,0,0.1,0,1,Bulk,CFR,91k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-620K.jpg,620KQBK-ND,CFR-25JB-52-620K,Yageo,RES 620K OHM 1/4W 5% AXIAL,9998,0,0.1,0,1,Bulk,CFR,620k,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,-700ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-270K.jpg,270KQBK-ND,CFR-25JB-52-270K,Yageo,RES 270K OHM 1/4W 5% AXIAL,9848,0,0.1,0,1,Bulk,CFR,270k,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,-700ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-56R.jpg,56H-ND,CFR-50JB-52-56R,Yageo,RES 56 OHM 1/2W 5% AXIAL,9816,0,0.1,0,1,Bulk,CFR,56,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-16R.jpg,16QBK-ND,CFR-25JB-52-16R,Yageo,RES 16 OHM 1/4W 5% AXIAL,9725,0,0.1,0,1,Bulk,CFR,16,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-33K.jpg,33KEBK-ND,CFR-12JB-52-33K,Yageo,RES 33K OHM 1/6W 5% AXIAL,9571,0,0.1,0,1,Bulk,CFR,33k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-18K.jpg,18KH-ND,CFR-50JB-52-18K,Yageo,RES 18K OHM 1/2W 5% AXIAL,9634,0,0.1,0,1,Bulk,CFR,18k,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-510K.jpg,510KQBK-ND,CFR-25JB-52-510K,Yageo,RES 510K OHM 1/4W 5% AXIAL,9628,0,0.1,0,1,Bulk,CFR,510k,¶ñ5%,"0.25W, 1/4W",Carbon Film,-,-700ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-1M2.jpg,1.2MH-ND,CFR-50JB-52-1M2,Yageo,RES 1.2M OHM 1/2W 5% AXIAL,9627,0,0.1,0,1,Bulk,CFR,1.2M,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,-1500ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-12JR-68K.jpg,68KEBK-ND,CFR-12JB-52-68K,Yageo,RES 68K OHM 1/6W 5% AXIAL,9611,0,0.1,0,1,Bulk,CFR,68k,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-4R7.jpg,4.7H-ND,CFR-50JB-52-4R7,Yageo,RES 4.7 OHM 1/2W 5% AXIAL,9491,0,0.1,0,1,Bulk,CFR,4.7,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFR-25JR-1R0.jpg,1.0H-ND,CFR-50JB-52-1R,Yageo,RES 1 OHM 1/2W 5% AXIAL,9379,0,0.1,0,1,Bulk,CFR,1,¶ñ5%,"0.5W, 1/2W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.130"" Dia x 0.354"" L (3.30mm x 9.00mm)",-,2,
http://www.yageo.com/documents/recent/Yageo%20LR_CFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/CFN-25JR-52-750R.jpg,750EBK-ND,CFR-12JB-52-750R,Yageo,RES 750 OHM 1/6W 5% AXIAL,9374,0,0.1,0,1,Bulk,CFR,750,¶ñ5%,"0.167W, 1/6W",Carbon Film,-,350ppm/¶øC,-55¶øC ~ 155¶øC,Axial,Axial,"0.075"" Dia x 0.134"" L (1.90mm x 3.40mm)",-,2,
